YEAR,MONTH,DAY,KOSPI,È¯À²
2020,9,8,2401.91 ,1187.20 
2020,9,9,2375.81 ,1187.90 
2020,9,10,2396.48 ,1189.60 
2020,9,11,2396.69 ,1185.30 
2020,9,14,2427.91 ,1188.30 
2020,9,15,2443.58 ,1184.20 
2020,9,16,2435.92 ,1180.50 
2020,9,17,2406.17 ,1177.80 
2020,9,18,2412.40 ,1175.40 
2020,9,21,2389.39 ,1163.60 
2020,9,22,2332.59 ,1160.60 
2020,9,23,2333.24 ,1163.90 
2020,9,24,2272.70 ,1164.40 
2020,9,25,2278.79 ,1170.30 
2020,9,28,2308.08 ,1170.50 
2020,9,29,2327.89 ,1173.50 
2020,10,5,2358.00 ,1169.50 
2020,10,6,2365.90 ,1163.40 
2020,10,7,2386.94 ,1160.00 
2020,10,8,2391.96 ,1162.50 
2020,10,12,2403.73 ,1156.20 
2020,10,13,2403.15 ,1148.30 
2020,10,14,2380.48 ,1149.50 
2020,10,15,2361.21 ,1145.70 
2020,10,16,2341.53 ,1144.60 
2020,10,19,2346.74 ,1145.60 
2020,10,20,2358.41 ,1142.20 
2020,10,21,2370.86 ,1139.70 
2020,10,22,2355.05 ,1133.70 
2020,10,23,2360.81 ,1134.10 
2020,10,26,2343.91 ,1134.60 
2020,10,27,2330.84 ,1129.10 
2020,10,28,2345.26 ,1127.60 
2020,10,29,2326.67 ,1129.30 
2020,10,30,2267.15 ,1133.40 
2020,11,2,2300.16 ,1130.40 
2020,11,3,2343.31 ,1134.70 
2020,11,4,2357.32 ,1134.60 
2020,11,5,2413.79 ,1136.50 
2020,11,6,2416.50 ,1130.90 
2020,11,9,2447.20 ,1124.40 
2020,11,10,2452.83 ,1115.60 
2020,11,11,2485.87 ,1115.90 
2020,11,12,2475.62 ,1112.40 
2020,11,13,2493.87 ,1113.20 
2020,11,16,2543.03 ,1115.10 
2020,11,17,2539.15 ,1108.00 
2020,11,18,2545.64 ,1106.80 
2020,11,19,2547.42 ,1105.90 
2020,11,20,2553.50 ,1112.20 
2020,11,23,2602.59 ,1114.20 
2020,11,24,2617.76 ,1112.60 
2020,11,25,2601.54 ,1111.20 
2020,11,26,2625.91 ,1107.20 
2020,11,27,2633.45 ,1105.80 
2020,11,30,2591.34 ,1104.40 
2020,12,1,2634.25 ,1104.90 
2020,12,2,2675.90 ,1107.10 
2020,12,3,2696.22 ,1103.30 
2020,12,4,2731.45 ,1098.10 
2020,12,7,2745.44 ,1086.60 
2020,12,8,2700.93 ,1082.70 
2020,12,9,2755.47 ,1084.40 
2020,12,10,2746.46 ,1083.60 
2020,12,11,2770.06 ,1086.20 
2020,12,14,2762.20 ,1089.30 
2020,12,15,2756.82 ,1090.80 
2020,12,16,2771.79 ,1093.20 
2020,12,17,2770.43 ,1092.20 
2020,12,18,2772.18 ,1092.80 
2020,12,21,2778.65 ,1097.90 
2020,12,22,2733.68 ,1101.20 
2020,12,23,2759.82 ,1106.60 
2020,12,24,2806.86 ,1108.90 
2020,12,28,2808.60 ,1103.70 
2020,12,29,2820.51 ,1098.20 
2020,12,30,2873.47 ,1093.20 
2020,12,31,,1088.00 
2021,1,4,2944.45 ,1088.00 
2021,1,5,2990.57 ,1083.10 
2021,1,6,2968.21 ,1086.10 
2021,1,7,3031.68 ,1086.80 
2021,1,8,3152.18 ,1087.70 
2021,1,11,3148.45 ,1094.40 
2021,1,12,3125.95 ,1097.80 
2021,1,13,3148.29 ,1099.90 
2021,1,14,3149.93 ,1095.00 
2021,1,15,3085.90 ,1100.30 
2021,1,18,3013.93 ,1097.90 
2021,1,19,3092.66 ,1104.40 
2021,1,20,3114.55 ,1102.10 
2021,1,21,3160.84 ,1100.00 
2021,1,22,3140.63 ,1099.20 
2021,1,25,3208.99 ,1102.30 
2021,1,26,3140.31 ,1103.20 
2021,1,27,3122.56 ,1103.00 
2021,1,28,3069.05 ,1104.00 
2021,1,29,2976.21 ,1114.60 
2021,2,1,3056.53 ,1117.20 
2021,2,2,3096.81 ,1118.00 
2021,2,3,3129.68 ,1116.60 
2021,2,4,3087.55 ,1114.00 
2021,2,5,3120.63 ,1116.70 
2021,2,8,3091.24 ,1124.00 
2021,2,9,3084.67 ,1119.10 
2021,2,10,3100.58 ,1116.00 
2021,2,15,3147.00 ,1110.10 
2021,2,16,3163.25 ,1103.10 
2021,2,17,3133.73 ,1099.70 
2021,2,18,3086.66 ,1107.70 
2021,2,19,3107.62 ,1105.70 
2021,2,22,3079.75 ,1107.10 
2021,2,23,3070.09 ,1106.50 
2021,2,24,2994.98 ,1110.80 
2021,2,25,3099.69 ,1110.20 
2021,2,26,3012.95 ,1108.40 
2021,3,2,3043.87 ,1121.80 
2021,3,3,3082.99 ,1121.30 
2021,3,4,3043.49 ,1122.90 
2021,3,5,3026.26 ,1126.20 
2021,3,8,2996.11 ,1129.40 
2021,3,9,2976.12 ,1131.30 
2021,3,10,2958.12 ,1141.10 
2021,3,11,3013.70 ,1140.70 
2021,3,12,3054.39 ,1137.30 
2021,3,15,3045.71 ,1130.70 
2021,3,16,3067.17 ,1135.90 
2021,3,17,3047.50 ,1132.50 
2021,3,18,3066.01 ,1131.80 
2021,3,19,3039.53 ,1123.70 
2021,3,22,3035.46 ,1131.80 
2021,3,23,3004.74 ,1131.30 
2021,3,24,2996.35 ,1128.00 
2021,3,25,3008.33 ,1133.50 
2021,3,26,3041.01 ,1134.20 
2021,3,29,3036.04 ,1131.80 
2021,3,30,3070.00 ,1131.70 
2021,3,31,3061.42 ,1133.50 
2021,4,1,3087.40 ,1132.60 
2021,4,2,3112.80 ,1129.30 
2021,4,5,3120.83 ,1127.50 
2021,4,6,3127.08 ,1127.80 
2021,4,7,3137.41 ,1122.90 
2021,4,8,3143.26 ,1116.40 
2021,4,9,3131.88 ,1118.50 
2021,4,12,3135.59 ,1117.20 
2021,4,13,3169.08 ,1124.30 
2021,4,14,3182.38 ,1126.10 
2021,4,15,3194.33 ,1119.90 
2021,4,16,3198.62 ,1117.60 
2021,4,19,3198.84 ,1117.90 
2021,4,20,3220.70 ,1118.20 
2021,4,21,3171.66 ,1113.40 
2021,4,22,3177.52 ,1117.40 
2021,4,23,3186.10 ,1116.30 
2021,4,26,3217.53 ,1118.90 
2021,4,27,3215.42 ,1114.00 
2021,4,28,3181.47 ,1110.80 
2021,4,29,3174.07 ,1112.50 
2021,4,30,3147.86 ,1107.40 
2021,5,3,3127.20 ,1109.60 
2021,5,4,3147.37 ,1119.30 
2021,5,6,3178.74 ,1121.10 
2021,5,7,3197.20 ,1125.50 
2021,5,10,3249.30 ,1121.40 
2021,5,11,3209.43 ,1114.60 
2021,5,12,3161.66 ,1119.10 
2021,5,13,3122.11 ,1123.50 
2021,5,14,3153.32 ,1130.60 
2021,5,17,3134.52 ,1129.50 
2021,5,18,3173.05 ,1133.00 
2021,5,20,3162.28 ,1133.10 
2021,5,21,3156.42 ,1132.20 
2021,5,24,3144.30 ,1126.90 
2021,5,25,3171.32 ,1127.60 
2021,5,26,3168.43 ,1122.80 
2021,5,27,3165.51 ,1118.60 
2021,5,28,3188.73 ,1118.00 
2021,5,31,3203.92 ,1116.00 
2021,6,1,3221.87 ,1113.50 
2021,6,2,3224.23 ,1107.00 
2021,6,3,3247.43 ,1110.30 
2021,6,4,3240.08 ,1111.80 
2021,6,7,3252.12 ,1117.50 
2021,6,8,3247.83 ,1111.20 
2021,6,9,3216.18 ,1113.70 
2021,6,10,3224.64 ,1115.80 
2021,6,11,3249.32 ,1115.00 
2021,6,14,3252.13 ,1111.20 
2021,6,15,3258.63 ,1116.40 
2021,6,16,3278.68 ,1117.80 
2021,6,17,3264.96 ,1117.70 
2021,6,18,3267.93 ,1129.50 
2021,6,21,3240.79 ,1132.20 
2021,6,22,3263.88 ,1135.40 
2021,6,23,3276.19 ,1132.40 
2021,6,24,3286.10 ,1135.60 
2021,6,25,3302.84 ,1135.80 
2021,6,28,3301.89 ,1128.80 
2021,6,29,3286.68 ,1129.90 
2021,6,30,3296.68 ,1130.00 
2021,7,1,3282.06 ,1129.50 
2021,7,2,3281.78 ,1132.20 
2021,7,5,3293.21 ,1134.50 
2021,7,6,3305.21 ,1130.30 
2021,7,7,3285.34 ,1131.80 
2021,7,8,3252.68 ,1137.60 
2021,7,9,3217.95 ,1143.40 
2021,7,12,3246.47 ,1148.30 
2021,7,13,3271.38 ,1146.40 
2021,7,14,3264.81 ,1145.10 
2021,7,15,3286.22 ,1150.30 
2021,7,16,3276.91 ,1143.70 
2021,7,19,3244.04 ,1141.10 
2021,7,20,3232.70 ,1145.70 
2021,7,21,3215.91 ,1151.00 
2021,7,22,3250.21 ,1150.60 
2021,7,23,3254.42 ,1151.00 
2021,7,26,3224.95 ,1149.50 
2021,7,27,3232.53 ,1153.20 
2021,7,28,3236.86 ,1150.20 
2021,7,29,3242.65 ,1154.80 
2021,7,30,3202.32 ,1147.40 
2021,8,2,3223.04 ,1147.50 
2021,8,3,3237.14 ,1151.50 
2021,8,4,3280.38 ,1150.70 
2021,8,5,3276.13 ,1145.80 
2021,8,6,3270.36 ,1143.50 
2021,8,9,3260.42 ,1142.30 
2021,8,10,3243.19 ,1145.00 
2021,8,11,3220.62 ,1148.50 
2021,8,12,3208.38 ,1155.00 
2021,8,13,3171.29 ,1158.90 
2021,8,17,3143.09 ,1167.80 
2021,8,18,3158.93 ,1174.90 
2021,8,19,3097.83 ,1172.70 
2021,8,20,3060.51 ,1174.50 
2021,8,23,3090.21 ,1176.70 
2021,8,24,3138.30 ,1174.00 
2021,8,25,3146.81 ,1168.00 
2021,8,26,3128.53 ,1166.50 
2021,8,27,3133.90 ,1168.10 
2021,8,30,3144.19 ,1170.80 
2021,8,31,3199.27 ,1164.40 
2021,9,1,3207.02 ,1162.80 
2021,9,2,3175.85 ,1157.50 
2021,9,3,3201.06 ,1159.70 
2021,9,6,3203.33 ,1156.40 
2021,9,7,3187.42 ,1157.30 
2021,9,8,3162.99 ,1157.90 
2021,9,9,3114.70 ,1164.50 
2021,9,10,3125.76 ,1170.10 
2021,9,13,3127.86 ,1170.40 
2021,9,14,3148.83 ,1174.30 
2021,9,15,3153.40 ,1172.20 
2021,9,16,3130.09 ,1171.70 
2021,9,17,3140.51 ,1169.10 
2021,9,23,3127.58 ,1177.60 
2021,9,24,3125.24 ,1181.70 
2021,9,27,3133.64 ,1175.30 
2021,9,28,3097.92 ,1175.90 
2021,9,29,3060.27 ,1182.00 
2021,9,30,3068.82 ,1184.90 
2021,10,1,3019.18 ,1185.20 
2021,10,5,2962.17 ,1187.20 
2021,10,6,2908.31 ,1187.10 
2021,10,7,2959.46 ,1190.00 
2021,10,8,2956.30 ,1190.30 
2021,10,12,2916.38 ,1193.40 
2021,10,13,2944.41 ,1199.10 
2021,10,14,2988.64 ,1195.00 
2021,10,15,3015.06 ,1188.30 
2021,10,18,3006.68 ,1182.80 
2021,10,19,3029.04 ,1185.80 
2021,10,20,3013.13 ,1181.70 
2021,10,21,3007.33 ,1175.60 
2021,10,22,3006.16 ,1175.80 
2021,10,25,3020.54 ,1178.40 
2021,10,26,3049.08 ,1171.80 
2021,10,27,3025.49 ,1166.30 
2021,10,28,3009.55 ,1168.10 
2021,10,29,2970.68 ,1171.70 
2021,11,1,2978.94 ,1169.60 
2021,11,2,3013.49 ,1176.30 
2021,11,3,2975.71 ,1175.50 
2021,11,4,2983.22 ,1181.10 
2021,11,5,2969.27 ,1180.00 
2021,11,8,2960.20 ,1185.20 
